Ligand#,distance_pi_bond_1,distance_pi_bond_2,dihedral_angle_1,dihedral_angle_2,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_rad,bite_angle_sin,bite_angle_cos,cone_angle_rad,cone_angle_sin,cone_angle_cos
L96,1.390509534,1.387423578,2.157730529,14.4151805,0.496039881,0.529211703,0.49361722,0.528978755,0.056653,0.105851659,0.151509504,0.160408125,0.935426761,0.952571748,0.906448006,0.826826314,87.3675692,237.7835841,2.311386175,2.319842207,0.512136601,0.892931187,0.906605246,0.519846689,0.520607991,0.475341285,0.416623022,50.98169937,59.67718921,55.89341699,1062.823696,3.022245895,0.603075404,4.896577156,3.419423471,0.34660042,-3.022245895,0.397177577,0.078940393,-2968.465304,-2968.294009,1.207569,0.000574526,2.900776406,1.12298,1.13255,-5.95660834,-0.29632,1.08141,1.07337,-0.443345,0.294925,0.300496,-6.374539062,-2.151332102,4.22320696,2.11160348,0.47357376,4.262935582,4.30303794,1.07337,1.08141,0.892931187,0.906605246,2.311386175,2.319842207,0.019808811431348536,0.49361722,0.529211703,0.42324699348356154,0.056653,0.952571748,21.3666021785512,0.11477111758783455,1.12298,1.13255,1.5248517420039884,0.9994723666072197,0.5229642111944454,4.150106449737838,0.07697977189275979,0.233440650863455
L97,1.397208723,1.389568259,-14.56005733,-8.568935629,0.511810473,0.547847559,0.58893962,0.529281588,0.099934775,0.20751025,0.172847559,0.24231271,0.923686172,0.888184868,0.885715617,0.93556653,100.4707954,227.8186347,2.363401433,2.380577046,0.544522223,0.911089499,0.926341782,0.550186984,0.541834852,0.499809515,0.418041933,56.53501326,63.17534542,71.11736508,886.1243063,3.094937827,1.722418649,4.897465888,3.501539915,0.355136199,-3.094937827,0.406602087,0.069165224,-4028.632954,-4028.504151,0.948746,0.000432007,20.80430998,1.15589,1.14116,-5.518561567,-0.35787,1.21652,1.01586,-0.516106,0.3817,0.357998,-6.281204011,-2.033234691,4.24796932,2.12398466,0.470813193,4.157219351,4.068408086,1.01586,1.21652,0.911089499,0.926341782,2.363401433,2.380577046,0.03309726862116143,0.511810473,0.58893962,0.39131747951738255,0.099934775,0.93556653,11.823255991196373,0.19525738583313434,1.14116,1.15589,1.7535461818275733,0.9916738341353362,0.40913283966878916,3.976185272913204,0.12948848729791318,0.1642601915840015
L98,1.390568962,1.39028652,-4.366890385,11.88663846,0.447656541,0.436568207,0.502213008,0.499743757,0.079994409,0.078037644,0.119222885,0.058982482,0.815318673,0.79509877,0.880264629,0.945443533,85.85879686,206.5518288,2.333632373,2.324073122,0.471353196,0.866753634,0.859590477,0.472355844,0.445523635,0.39336818,0.320863671,49.59089856,58.72516314,55.70753251,894.9060751,3.399731642,0.515186511,5.259601266,4.008441998,0.19510909,-3.399731642,0.608710356,0.080001817,-2468.81749,-2468.696842,0.724316,0.000404655,13.03224229,1.11309,1.12212,-3.911536477,-0.27736,1.10996,1.10325,-0.493289,0.419158,0.38173,-6.555222659,-2.314872526,4.240350132,2.120175066,0.471659164,4.435047592,4.638684668,1.10325,1.10996,0.859590477,0.866753634,2.324073122,2.333632373,0.0343012688415475,0.436568207,0.502213008,0.41696137942989453,0.058982482,0.945443533,12.155858763010217,0.13510484972168393,1.11309,1.12212,1.498518697007969,0.9986945545165715,0.5361073579138425,3.6050094885756483,0.2764964134803532,0.052734813770560995
L99,1.40305679,1.39214606,-14.33604719,2.855223936,0.467200895,0.301271897,0.465523668,0.611372531,0.047102124,0.006941856,0.249487514,0.082836377,0.887299665,0.595601938,0.973257548,0.848210958,82.35519969,203.6217482,2.310992861,2.147341896,0.461511135,0.900432119,0.632000093,0.448420334,0.410583078,0.351469454,0.272472006,46.05753717,55.15465112,46.43293337,670.8740082,3.113714807,1.800828628,4.654363935,3.436620926,0.514542184,-3.113714807,0.322906119,0.071608377,-2967.398197,-2967.304858,0.556087,0.000313061,12.08869152,1.37563,1.11653,-3.01111657,0.09537,-0.84039,1.12609,-0.395178,-0.582037,0.390278,-6.42950606,-1.865612559,4.563893501,2.28194675,0.43822232,4.147559309,3.769204567,-0.84039,1.12609,0.632000093,0.900432119,2.147341896,2.310992861,0.1267325413409546,0.301271897,0.611372531,0.4101243326965147,0.006941856,0.973257548,3.2361406814461144,0.023041830549498613,1.11653,1.37563,1.4373693907279135,0.9955559121369294,0.5665156969905294,3.5538699347568374,0.2996515827192545,0.04189465000602727
L100,1.396594144,1.392111131,11.92865386,13.3469744,0.529724189,0.586097652,0.558167164,0.640444465,0.179043981,0.239843459,0.303251957,0.21258852,0.880404398,0.932351845,0.977636974,0.903745807,100.2287005,236.7761925,2.432474716,2.397751474,0.578474422,0.948658218,0.931000745,0.587502328,0.569402179,0.495381877,0.386415324,57.68101055,65.92546737,69.91235141,807.0544349,3.19805049,1.44154836,4.920255023,3.626534985,0.354229471,-3.19805049,0.428484495,0.065825209,-3798.079963,-3797.956926,0.858159,0.000412668,20.61541195,1.15799,1.20152,-5.069794845,-0.37005,1.22016,0.98482,-0.599288,0.33326,0.338097,-6.245284983,-2.078677704,4.166607279,2.083303639,0.480006842,4.161981343,4.157360544,0.98482,1.22016,0.931000745,0.948658218,2.397751474,2.432474716,0.047213338667865604,0.529724189,0.640444465,0.3713601484556084,0.179043981,0.977636974,7.865576952056643,0.33799472389205926,1.15799,1.20152,1.7493208287202868,0.9920533897614873,0.4112111402019945,4.132524149460904,0.08173164091856472,0.22604456604892187
L101,1.406260207,1.398524093,-14.77202843,-16.08509685,0.574659896,0.549385017,0.570513418,0.495154678,0.195350354,0.17783265,0.158404771,0.209327246,0.953969437,0.920937384,0.831904584,0.93169959,105.4764295,248.1166232,2.525086333,2.592747958,0.54707883,0.935799478,0.95442951,0.565265967,0.558189587,0.487738673,0.36981678,54.13779115,61.37538943,84.80483976,752.07359,3.196094762,0.964352335,4.643631571,3.525743667,0.532017334,-3.196094762,0.329648905,0.066069218,-3650.594197,-3650.47384,0.92261,0.000403679,20.94377553,1.24577,1.2276,-5.035661335,-0.134,1.04944,0.99677,-0.356174,0.370634,0.34828,-6.237121567,-1.974458099,4.262663468,2.131331734,0.469190218,4.105789833,3.954689429,0.99677,1.04944,0.935799478,0.95442951,2.525086333,2.592747958,0.036564294022944435,0.495154678,0.574659896,0.3890624932854604,0.158404771,0.953969437,10.640503356671402,0.31990967275078436,1.2276,1.24577,1.8409109780226762,0.981870154472458,0.36657903377396195,4.330452003770149,0.03602778518359179,0.31364071292700024
L102,1.394132945,1.389178276,9.718297917,1.473297808,0.43808237,0.507570816,0.521873835,0.579435334,0.067694745,0.089079389,0.190085725,0.124673873,0.808469996,0.926062244,0.968784942,0.919073798,91.41652376,221.0636433,2.30733672,2.351745765,0.511787179,0.871890142,0.892494409,0.515385451,0.488976617,0.40900381,0.302555888,52.51958731,56.55749069,60.15360494,690.3023794,3.155284913,0.792933608,4.453796284,3.424299789,0.661218592,-3.155284913,0.269014876,0.066066338,-3260.925041,-3260.821722,0.683254,0.000346534,27.39830666,1.16475,1.18257,-3.457561898,-0.38198,1.40097,1.4579,-0.608207,0.308151,0.309824,-6.486922082,-2.174189665,4.312732417,2.156366208,0.463743123,4.330555874,4.348452991,1.40097,1.4579,0.871890142,0.892494409,2.30733672,2.351745765,0.058103876543752896,0.43808237,0.579435334,0.4248734860895035,0.067694745,0.968784942,7.31230877116381,0.15452515242738482,1.16475,1.18257,1.5955193303396267,0.9998472010570718,0.4876397574695603,3.858288432039303,0.17155152786919964,0.12300981291956303
L103,1.339169867,1.337984355,75.66617399,48.48849777,0.765444465,0.704831346,0.794702758,0.747903466,0.584699963,0.488958256,0.556653,0.615635483,0.946188968,0.920704435,0.939153932,0.973770034,103.5153667,304.4389125,2.200485384,2.22864756,0.753168095,0.966210865,0.94194931,0.747311619,0.686526363,0.557089891,0.409900634,54.81082315,0.0,57.7690617,825.4532316,3.298280033,1.294969563,4.726972276,3.668002559,0.48875025,-3.298280033,0.369722526,0.045952476,-3805.083432,-3804.953163,0.99627,0.000436924,19.56519402,1.15863,1.15068,-5.287076737,-0.17458,1.02085,1.00832,-0.547842,0.386279,0.403396,-5.640103779,-2.116501529,3.52360225,1.761801125,0.567600954,3.878302654,4.268708671,1.00832,1.02085,0.94194931,0.966210865,2.200485384,2.22864756,0.03759425543214618,0.704831346,0.794702758,0.20849911276347388,0.488958256,0.973770034,5.546036498576056,0.6937237663660889,1.15068,1.15863,1.8066839753242974,0.9861536377472158,0.3831469277034233,5.3134613943159215,0.0876351950131925,0.7827636249735672
L104,1.38428724,1.389944579,0.179260075,17.30118078,0.465174245,0.526952106,0.525065225,0.47747391,0.1339918,0.102730153,0.049617965,0.119176295,0.79635669,0.951174059,0.905329855,0.930954156,92.56493686,221.485729,2.269665492,2.275554267,0.498701314,0.838834793,0.862519801,0.493762026,0.459294488,0.393530319,0.320648059,48.55007905,49.37149362,50.83949024,997.536673,3.61881811,1.648169485,5.890148825,4.674451777,0.011484842,-3.61881811,1.055633668,0.093722867,-3168.005446,-3167.868673,0.836855,0.000458739,13.75633989,1.12399,1.10859,-4.91209384,-0.33759,1.84669,1.85327,-0.710478,0.968356,0.993468,-6.585971524,-2.634878414,3.951093109,1.975546555,0.506189033,4.610424969,5.379781698,1.84669,1.85327,0.838834793,0.862519801,2.269665492,2.275554267,0.03197824887971997,0.465174245,0.526952106,0.4277918172222919,0.049617965,0.951174059,13.377587335421289,0.10666533139641039,1.10859,1.12399,1.6155629201076616,0.999499071696201,0.47762417879421026,3.8656552172298877,0.16878325959237905,0.12543962986755974
L105,1.386132804,1.407842298,-4.916661972,-8.189934426,0.533171823,0.452315505,0.467247484,0.489400857,0.13911666,0.153140142,0.131149832,0.070303764,0.927226985,0.751490868,0.847651882,0.864191204,94.28787913,218.9403144,2.304340577,2.237365538,0.485434914,0.88727637,0.7523586,0.473038607,0.420847655,0.352235929,0.278650029,45.11126169,60.82810053,0.0,678.8838752,3.157715982,1.998665592,4.723936049,3.508927932,0.473275901,-3.157715982,0.35121195,0.068302329,-3045.793548,-3045.697277,0.612468,0.000322895,5.166866571,1.26727,1.10099,-3.343876013,-0.14371,-0.48992,1.32155,-0.409194,-0.475634,0.426097,-6.434948337,-1.954593788,4.480354548,2.240177274,0.446393244,4.194771062,3.92739103,-0.48992,1.32155,0.7523586,0.88727637,2.237365538,2.304340577,0.03522394943166589,0.452315505,0.533171823,0.39075592033651463,0.070303764,0.927226985,11.09347266962716,0.155430807086748,1.10099,1.26727,1.6456339355409464,0.9986004864464416,0.46261611422856347,3.8212293516315534,0.18574475558168901,0.11109944541619948
L106,1.388741244,1.389067272,10.32259993,2.134924565,0.480805069,0.643169959,0.520546031,0.511484346,0.06187104,0.324590011,0.171636228,0.076779724,0.899739098,0.961749907,0.851332464,0.964312337,92.41779784,225.8536516,2.341676553,2.335934041,0.538931467,0.892907892,0.918631196,0.541691236,0.530214279,0.486061726,0.42292842,55.52225897,56.29333934,56.9966138,1019.483777,3.316756516,0.270591291,5.196575893,3.8835345,0.216202091,-3.316756516,0.566777984,0.071124703,-3252.244002,-3252.079121,0.994616,0.000553014,2.257613672,1.12171,1.12955,-5.803460137,-0.26426,1.07147,1.08617,-0.539694,0.340327,0.408855,-6.391410121,-2.360859767,4.030550354,2.015275177,0.496210151,4.376134944,4.751350403,1.07147,1.08617,0.892907892,0.918631196,2.335934041,2.341676553,0.07149753033439595,0.480805069,0.643169959,0.4156784033583305,0.06187104,0.964312337,5.813884779155182,0.128682170778029,1.12171,1.12955,1.6129948597505037,0.9995548870116385,0.47890699493222727,3.9418898480721594,0.14121844169688014,0.15175325784497995
L107,1.403334324,1.386635427,1.068120629,-1.717454452,0.470928066,0.300806001,0.398597652,0.442252143,0.056233694,0.021803951,0.061172195,0.059588148,0.885622438,0.579808051,0.823332091,0.737607156,82.39347014,195.5703575,2.305700905,2.138641087,0.403384737,0.821107436,0.673063036,0.388856992,0.339552915,0.270737902,0.201260368,40.87931049,49.86810273,46.92144514,606.0129569,3.208253599,2.500503088,4.457055316,3.484458236,0.66514932,-3.208253599,0.276204637,0.089109339,-1435.451386,-1435.371198,0.469286,0.000268952,8.518043253,1.32918,1.13608,-2.188354985,-0.03269,-0.62172,1.06109,-0.317694,-0.520948,0.37022,-6.48256826,-1.99432241,4.48824585,2.244122925,0.445608388,4.238445335,4.002547869,-0.62172,1.06109,0.673063036,0.821107436,2.138641087,2.305700905,0.0744263881438323,0.300806001,0.470928066,0.3878809826292798,0.021803951,0.885622438,5.211605618691082,0.07248509314147625,1.13608,1.32918,1.4380373360866334,0.9956002304383332,0.5661846779056223,3.413346657677386,0.36578925819490216,0.018349216979640537
L108,1.389067632,1.387255395,7.827336127,-9.625795645,0.467853149,0.464242452,0.508036713,0.520499441,0.085864704,0.089871413,0.094157659,0.122111442,0.849841595,0.838613492,0.946841223,0.893961983,84.32611938,203.7474508,2.289252725,2.307509943,0.489779398,0.85811708,0.873206299,0.491418906,0.464907682,0.390730872,0.302755133,50.61294057,53.42860364,57.49250144,741.39478,3.373718475,0.431409362,5.156536495,3.927625114,0.243370144,-3.373718475,0.553906639,0.081286308,-2105.805881,-2105.704531,0.588808,0.00033993,3.35281176,1.13325,1.12635,-3.255667187,-0.28681,1.08555,1.07871,-0.494281,0.368858,0.327132,-6.544065991,-2.322763828,4.221302163,2.110651081,0.473787453,4.433414909,4.656185935,1.07871,1.08555,0.85811708,0.873206299,2.289252725,2.307509943,0.02833945086947608,0.464242452,0.520499441,0.42060631425254996,0.085864704,0.946841223,14.84172421652593,0.1849565967741356,1.12635,1.13325,1.4717684286107993,0.9975503716889523,0.5494330621364424,3.5560638590051545,0.29864701725857234,0.042335301403822134
L109,1.393326576,1.399492091,12.53241036,-0.689528695,0.479570444,0.450917816,0.583954529,0.669306746,0.166697726,0.132966828,0.429603056,0.232156168,0.792443161,0.768868804,0.909010436,0.935752889,99.00618798,279.6821982,2.419390323,2.389128103,0.545681141,0.913296683,0.885901975,0.572609552,0.585520403,0.525926346,0.417744488,50.64455607,56.02298765,50.58641743,826.2229483,3.336602476,1.694074213,5.030474096,3.828253622,0.30717705,-3.336602476,0.491651145,0.081929339,-2757.820769,-2757.691432,0.840174,0.000433798,8.025123433,1.22225,1.22905,-4.747617453,-0.27184,0.99604,0.9832,-0.436618,0.303585,0.246717,-6.594951281,-2.20983658,4.385114701,2.19255735,0.456088412,4.40239393,4.419741247,0.9832,0.99604,0.885901975,0.913296683,2.389128103,2.419390323,0.1001641849200739,0.450917816,0.669306746,0.342386876178134,0.132966828,0.935752889,3.418256500078765,0.294880404548043,1.22225,1.22905,1.727983960099434,0.993835719907451,0.4217294324570881,4.881375217805359,0.007122114417558445,0.5840915566735547
L110,1.386972389,1.391445882,6.865144626,-8.876775351,0.496552367,0.46258852,0.458209094,0.485324264,0.048732762,0.037038763,0.025298174,0.050456578,0.944371972,0.888138278,0.945350354,0.86596161,73.25065254,213.6362022,2.37093757,2.302577917,0.475534616,0.92511298,0.907438036,0.48525076,0.4686958,0.388565241,0.279257726,50.42674706,55.30671085,61.34316326,641.4225417,3.163793456,0.491432052,4.45640176,3.434526313,0.660331097,-3.163793456,0.270732857,0.086825042,-1994.432687,-1994.330677,0.639555,0.000342143,7.064194943,1.16543,1.1907,-3.195309543,-0.27839,1.08173,1.01653,-0.538389,0.323546,0.321481,-6.462976063,-2.324124397,4.138851666,2.069425833,0.483225822,4.39355023,4.663922552,1.01653,1.08173,0.907438036,0.92511298,2.302577917,2.37093757,0.01830561310960489,0.458209094,0.496552367,0.46614724801644225,0.025298174,0.945350354,25.464716490258198,0.05521098191036776,1.16543,1.1907,1.2784650660573473,0.9787873215008981,0.6440926811812302,3.7286551298463535,0.22304114099082273,0.083714292322767
L111,1.390210122,1.389877318,-12.47549233,-13.46851196,0.417885762,0.54635669,0.415136974,0.542349981,0.038017145,0.129705553,0.125232948,0.036153559,0.797754379,0.963007827,0.959467015,0.794120388,84.41987552,225.6895595,2.324149811,2.324177364,0.480513884,0.85222349,0.851722652,0.475695953,0.42635442,0.322505556,0.224213409,46.33615872,56.6489969,55.00312482,573.262538,3.31548902,0.062815632,4.501330486,3.616902485,0.646082979,-3.31548902,0.301413465,0.081282405,-1688.634762,-1688.547735,0.538537,0.00029189,6.710180218,1.15549,1.1553,-2.65323669,-0.26901,1.06531,1.07814,-0.505177,0.288503,0.289125,-6.55250152,-2.307797566,4.244703954,2.122351977,0.47117538,4.430149543,4.623697009,1.06531,1.07814,0.851722652,0.85222349,2.324149811,2.324177364,0.07383624545914846,0.415136974,0.54635669,0.4315648462462849,0.036153559,0.963007827,5.844891537518084,0.08708826547451783,1.1553,1.15549,1.4734047819477603,0.9976305954757505,0.5486188281065061,3.9390259006506474,0.14221727208981766,0.15072715592369845
L113,1.389082308,1.389474027,-7.348589952,-4.866195322,0.443906075,0.549478196,0.438688036,0.546892471,0.09406448,0.132314573,0.129053299,0.091595229,0.793747671,0.966641819,0.964731644,0.785780842,83.48737174,236.4253235,2.321950895,2.321457168,0.494578131,0.873672195,0.873130591,0.500155173,0.478097111,0.413472266,0.337304953,48.93593788,54.71468159,55.35763962,827.9858894,3.735844336,0.568038965,5.634044,4.60367642,0.079788084,-3.735844336,0.867832084,0.071284515,-2373.233333,-2373.122879,0.655618,0.000370465,4.844947604,1.14072,1.14099,-3.801442924,-0.28722,1.05844,1.05834,-0.495852,0.252788,0.254593,-6.536991031,-2.484127341,4.052863689,2.026431845,0.49347823,4.510559186,5.019942867,1.05834,1.05844,0.873130591,0.873672195,2.321457168,2.321950895,0.06175775504932117,0.438688036,0.549478196,0.41504549894458836,0.091595229,0.966641819,6.720540580095948,0.20879354229756109,1.14072,1.14099,1.4571295206994672,0.9967734405108231,0.5567110994695013,4.126400330167724,0.08341712675521684,0.22348831901866983
L114,1.406168438,1.387241263,1.333006672,7.492839948,0.512090011,0.550829296,0.465104361,0.542186918,0.123276183,0.129985091,0.114610511,0.089964592,0.900903839,0.9716735,0.969763325,0.84024413,92.59114054,215.4865647,2.31323876,2.211811011,0.517377935,0.897060194,0.760797149,0.506711253,0.443990256,0.355141957,0.279212896,47.99327519,55.38913313,0.0,682.5140447,3.142711807,2.180717674,4.736352189,3.496281149,0.463217153,-3.142711807,0.353569342,0.063724056,-3045.792177,-3045.69496,0.612184,0.000326067,5.943394769,1.26766,1.10699,-3.353101423,-0.04117,-0.52809,1.18144,-0.530562,-0.476799,0.347041,-6.480663464,-1.880034593,4.60062887,2.300314435,0.434723177,4.180349028,3.798462882,-0.52809,1.18144,0.760797149,0.897060194,2.211811011,2.31323876,0.0387076468447641,0.465104361,0.550829296,0.4330398573385116,0.089964592,0.9716735,11.187449835821988,0.19342882919130486,1.10699,1.26766,1.6160202605998004,0.9994887860897821,0.4773957399909683,3.760950047826787,0.2097439811901463,0.09287416743142685
L115,,,,,0.542047149,0.469903094,0.532146851,0.495201267,0.11731271,0.087076034,0.128074916,0.120946701,0.966781588,0.852730153,0.862327618,0.943347,92.35619513,232.3199864,2.292529021,2.212296589,0.50982459,0.90885902,0.772351379,0.503708646,0.459921242,0.392686743,0.333299414,48.21503157,60.6724879,0.0,827.694737,4.322549574,5.547631741,5.861918893,5.399901731,0.061433264,-4.322549574,1.077352157,0.064846832,-4391.725987,-4391.587998,0.63188,0.000462817,8.387780916,1.26149,1.10485,-3.875006131,-0.12886,-0.48713,1.30867,-0.515692,-0.468858,0.389306,-6.713320806,-2.284123661,4.429197145,2.214598572,0.451549104,4.498722233,4.569338657,-0.48713,1.30867,0.772351379,0.90885902,2.212296589,2.292529021,0.03338734322614356,0.469903094,0.542047149,0.4256649808698181,0.087076034,0.966781588,12.749291789605655,0.1853063644650103,1.10485,1.26149,1.6119196896328525,0.999577276835615,0.4794441135070457,4.054748680868448,0.10428159856202535,0.19437449916053484
L116,1.408237802,1.402699248,-38.45336934,141.0263174,0.599096161,0.573378681,0.633595788,0.455437011,0.238306001,0.204621692,0.047335073,0.292163623,0.959886321,0.942135669,0.863538949,0.975027954,91.59045792,229.6335523,3.033710295,2.361994596,0.565394381,0.892214871,0.925136275,0.564870275,0.550538457,0.50203524,0.428363543,67.35130415,48.45862494,75.33776796,1011.044723,3.061920712,0.743568608,5.120357544,3.56104629,0.224768033,-3.061920712,0.499125577,0.082044444,-3031.81343,-3031.654912,0.989669,0.000531672,7.162806274,1.14945,0.88744,-5.799319618,0.18299,1.25866,1.99427,-0.346537,0.440162,0.90717,-6.267326205,-1.772277508,4.495048696,2.247524348,0.444934001,4.019801857,3.594801315,1.25866,1.99427,0.892214871,0.925136275,2.361994596,3.033710295,0.07733393592045372,0.455437011,0.633595788,0.4025688883560724,0.047335073,0.975027954,5.205591614658768,0.10393330330371416,0.88744,1.14945,1.5985550541133173,0.999807375633735,0.4861224187223227,4.007861560685598,0.11904114263667237,0.1761630827153461
L117,1.392752419,1.392312269,8.040368634,-3.88545817,0.554696236,0.66690738,0.471580321,0.511670704,0.211749907,0.35696981,0.090570257,0.115728662,0.897642564,0.97684495,0.932771152,0.827431979,97.17446899,218.1784434,2.339143735,2.343358825,0.551434961,0.891981923,0.893309728,0.558481007,0.542378828,0.480694136,0.404850481,55.03918136,64.72707921,60.34978977,930.7946843,3.151821345,0.851180971,5.045807691,3.62748891,0.275859875,-3.151821345,0.475667566,0.084449097,-2992.402436,-2992.270266,0.960632,0.0004433,8.80114769,1.17368,1.17395,-5.779038766,-0.2712,1.06134,1.06747,-0.433494,0.198677,0.215469,-6.433315654,-2.189972269,4.243343385,2.121671692,0.471326456,4.311643961,4.381043899,1.06134,1.06747,0.891981923,0.893309728,2.339143735,2.343358825,0.08426600586345805,0.471580321,0.66690738,0.3924034915164981,0.090570257,0.97684495,4.65672352089805,0.19205690519049456,1.17368,1.17395,1.6960144327526285,0.9960852256639449,0.43755443267970956,3.8079321942060913,0.190943657103828,0.10695524820239138
L118,1.407284569,1.39135729,30.32110241,20.70339403,0.569022549,0.618454156,0.529351472,0.545494782,0.207743198,0.310007454,0.249254566,0.164554603,0.930301901,0.926900857,0.841734998,0.894148341,106.0436584,232.7478094,2.402868827,2.343149665,0.56537691,0.907647689,0.902394707,0.576923375,0.569963893,0.51863123,0.433068574,62.55901905,65.75896651,0.0,968.7347447,3.283116715,0.874378619,5.100351278,3.799568057,0.262100064,-3.283116715,0.516451342,0.071311948,-3066.489643,-3066.345196,0.951454,0.000484478,1.854748527,1.12993,1.1547,-5.673709385,-0.26966,1.07722,1.07297,-0.513782,0.398991,0.343744,-6.649918279,-2.342083911,4.307834367,2.153917184,0.464270404,4.496001095,4.692386968,1.07297,1.07722,0.902394707,0.907647689,2.343149665,2.402868827,0.03883061394181625,0.529351472,0.618454156,0.35897497261838024,0.164554603,0.930301901,9.244638087779604,0.310860763980269,1.12993,1.1547,1.850810989940142,0.9805256929822198,0.3618151296850577,4.062215600834207,0.1020105701813645,0.19733778935480328
L119,1.395379846,1.393659661,8.40368094,11.0374698,0.49806653,0.515980246,0.611349236,0.573541744,0.158125233,0.1070164,0.166138651,0.251910175,0.838007827,0.924944092,0.980944838,0.970788297,94.8232516,236.8432094,2.381161976,2.349319058,0.549431606,0.906739191,0.895633386,0.564625877,0.564112217,0.483372262,0.385284607,55.89589815,66.34017236,56.63497525,831.2421873,3.170943103,1.849838359,4.586742805,3.479886973,0.568201064,-3.170943103,0.30894387,0.080231552,-2590.445417,-2590.322369,0.912354,0.000412705,2.605314563,1.1503,1.17591,-4.720724566,-0.29184,1.04029,1.07239,-0.433077,0.293141,0.312879,-6.430050287,-2.095548763,4.334501525,2.167250762,0.461414072,4.262799525,4.192283631,1.04029,1.07239,0.895633386,0.906739191,2.349319058,2.381161976,0.05219223871492697,0.49806653,0.611349236,0.40923528729190933,0.1070164,0.980944838,7.840922278255678,0.21486366490034975,1.1503,1.17591,1.6549779478669813,0.998229409653075,0.4579588849250132,4.133693815020384,0.08141149087580829,0.2265339874331977
L120,1.391924216,1.390100458,-8.349103301,13.73857352,0.52001025,0.473816623,0.50705833,0.531354827,0.079481923,0.098723444,0.19712076,0.12113306,0.960538576,0.848909802,0.865588893,0.8929836,90.22447182,219.4132019,2.343045294,2.331927176,0.508077479,0.909505451,0.887951919,0.510384985,0.491211646,0.443373849,0.370450095,49.03343167,58.55362895,54.73240343,853.7899867,4.082485513,4.095464811,5.890840892,5.164305448,0.036979043,-4.082485513,1.081819935,0.075639972,-3222.061724,-3221.934533,0.667842,0.000426601,10.06068135,1.13502,1.1302,-4.651406678,-0.27328,1.08219,1.08524,-0.457734,0.377599,0.357789,-6.622979007,-2.481678317,4.141300691,2.070650345,0.482940059,4.552328662,5.004151544,1.08219,1.08524,0.887951919,0.909505451,2.331927176,2.343045294,0.0248935711324245,0.473816623,0.531354827,0.4130962856390907,0.079481923,0.960538576,16.59449676551318,0.16774827885259735,1.1302,1.13502,1.5747140991318407,0.999996162769887,0.49804111884266183,3.8294827954980777,0.18254572649434747,0.11370634973766608
L121,1.38948333,1.389414729,-15.50517306,-15.27386142,0.449799665,0.443090757,0.449939433,0.443067462,0.026276556,0.097325755,0.100074543,0.026509504,0.873322773,0.788855758,0.78606038,0.873369363,84.18182549,218.187588,2.309710438,2.311158766,0.446322913,0.827723164,0.828043468,0.445615573,0.411941046,0.313216019,0.205457325,44.53681874,49.88171382,49.89148286,561.3913817,3.189815975,1.726261433,4.078952785,3.375247217,0.952478457,-3.189815975,0.185431243,0.084358966,-1612.581925,-1612.499541,0.53293,0.000276317,2.352756828,1.18414,1.18364,-2.389519951,-0.29626,1.05269,1.05268,-0.448345,0.261271,0.261586,-6.531820867,-2.294191874,4.237628994,2.118814497,0.471962034,4.41300637,4.595641868,1.05268,1.05269,0.827723164,0.828043468,2.309710438,2.311158766,0.00392088882264318,0.443067462,0.449939433,0.4126251938668274,0.026276556,0.873369363,105.23766740946898,0.05930599345162475,1.18364,1.18414,1.4692500251397886,0.9974243016053117,0.5506859366340198,3.80809179758487,0.19088092977002924,0.10700457964480248
