Ligand#;lBCUT2D_CHGHI;lBCUT2D_CHGLO;lBCUT2D_LOGPHI;lBCUT2D_LOGPLOW;lBCUT2D_MRHI;lBCUT2D_MRLOW;lBCUT2D_MWHI;lBCUT2D_MWLOW;lBalabanJ;lBertzCT;lChi0;lChi0n;lChi0v;lChi1;lChi1n;lChi1v;lChi2n;lChi2v;lChi3n;lChi3v;lChi4n;lChi4v;lEState_VSA1;lEState_VSA10;lEState_VSA11;lEState_VSA2;lEState_VSA3;lEState_VSA4;lEState_VSA5;lEState_VSA6;lEState_VSA7;lEState_VSA8;lEState_VSA9;lExactMolWt;lFpDensityMorgan1;lFpDensityMorgan2;lFpDensityMorgan3;lFractionCSP3;lHallKierAlpha;lHeavyAtomCount;lHeavyAtomMolWt;lIpc;lKappa1;lKappa2;lKappa3;lLabuteASA;lMaxAbsEStateIndex;lMaxAbsPartialCharge;lMaxEStateIndex;lMaxPartialCharge;lMinAbsEStateIndex;lMinAbsPartialCharge;lMinEStateIndex;lMinPartialCharge;lMolLogP;lMolMR;lMolWt;lNHOHCount;lNOCount;lNumAliphaticCarbocycles;lNumAliphaticHeterocycles;lNumAliphaticRings;lNumAromaticCarbocycles;lNumAromaticHeterocycles;lNumAromaticRings;lNumHAcceptors;lNumHDonors;lNumHeteroatoms;lNumRotatableBonds;lNumSaturatedCarbocycles;lNumSaturatedHeterocycles;lNumSaturatedRings;lNumValenceElectrons;lPEOE_VSA1;lPEOE_VSA10;lPEOE_VSA11;lPEOE_VSA12;lPEOE_VSA13;lPEOE_VSA14;lPEOE_VSA2;lPEOE_VSA3;lPEOE_VSA4;lPEOE_VSA5;lPEOE_VSA6;lPEOE_VSA7;lPEOE_VSA8;lPEOE_VSA9;lRingCount;lSMR_VSA1;lSMR_VSA10;lSMR_VSA3;lSMR_VSA4;lSMR_VSA5;lSMR_VSA6;lSMR_VSA7;lSMR_VSA9;lSlogP_VSA1;lSlogP_VSA10;lSlogP_VSA11;lSlogP_VSA12;lSlogP_VSA2;lSlogP_VSA3;lSlogP_VSA4;lSlogP_VSA5;lSlogP_VSA6;lSlogP_VSA7;lSlogP_VSA8;lTPSA;lVSA_EState1;lVSA_EState10;lVSA_EState2;lVSA_EState3;lVSA_EState4;lVSA_EState5;lVSA_EState6;lVSA_EState7;lVSA_EState8;lVSA_EState9;lfr_Ar_N;lfr_C_O;lfr_C_O_noCOO;lfr_Imine;lfr_NH0;lfr_NH1;lfr_NH2;lfr_Ndealkylation2;lfr_alkyl_halide;lfr_allylic_oxid;lfr_amide;lfr_aniline;lfr_aryl_methyl;lfr_benzene;lfr_bicyclic;lfr_ether;lfr_furan;lfr_halogen;lfr_methoxy;lfr_morpholine;lfr_para_hydroxylation;lfr_piperdine;lfr_pyridine;lfr_sulfide;lfr_sulfonamd;lfr_unbrch_alkane;lqed
L52;2.298196173;-2.280033696;2.468546648;-2.260673866;7.80443286;0.252264273;31.13289561;10.02849111;1.551434986;1578.751294;28.84851345;23.84335111;25.6322055;21.38214273;14.70800763;17.3912892;10.36404305;14.73488633;7.601647848;12.56877592;5.740796797;10.69234605;15.84317618;0;0;0;13.21376393;29.04674827;31.82723938;0;0;157.7255438;9.473725908;594.1877535;0.348837209;0.674418605;1;0.076923077;-4.22;43;562.375;15297059130;27.60346067;12.96709763;5.741779618;256.0323306;6.61162058;0.492783353;6.61162058;0.127444;0.611614652;0.127444;-0.88283946;-0.492783353;7.0313;184.897;594.631;0;2;0;1;1;6;0;6;2;0;4;6;0;0;0;210;9.473725908;11.49902367;0;0;0;0;0;0;0;0;145.5928096;59.8031497;17.54772461;13.21376393;7;9.473725908;47.67041556;0;0;6.420821623;13.21376393;157.7255438;22.62592665;41.30096529;0;11.49902367;15.84317618;13.21376393;0;0;6.420821623;157.7255438;0;11.12690298;18.46;13.22324116;0;0;7.797744963;2.29292496;1.846547409;56.87180582;0.825000112;1.223229305;-1.765678919;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;0;0;0;0;0.192928825
L53;2.415744555;-2.350664535;2.649647642;-2.205446759;7.632001338;0.543106532;31.13575969;10.012;2.065012355;306.1662045;18.01614338;17.75587003;19.54472441;11.23495856;10.75037974;14.08088192;9.875811597;15.48028014;6.914920239;15.57352455;5.597586215;14.74193227;0;0;0;15.84317618;0;46.30760199;25.68328649;12.32382005;0;55.3898976;0;370.2918247;0.5;0.708333333;0.875;1;0.86;24;326.19;205865.2656;21.16337668;9.177242965;4.769042061;155.3907439;2.49747155;0.09947159;2.49747155;-0.018316548;0.27250063;0.018316548;0.27250063;-0.09947159;7.6362;116.546;370.542;0;0;0;2;2;0;0;0;0;0;2;7;0;2;2;142;0;0;0;0;0;0;0;0;0;0;71.23307378;84.31470853;0;0;2;0;15.84317618;0;23.67162418;103.7091619;12.32382005;0;0;0;0;0;15.84317618;34.95979786;0;23.67162418;81.07318409;0;0;0;0;0;0;0;0;4.277789116;3.659290123;0;9.352961913;19.9797724;0.54500126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.403954642
L54;2.567395577;-2.331654333;2.590006105;-2.378776343;7.799825701;-0.234691725;31.13289161;9.915566629;1.43182544;1754.090256;31.7961072;26.79094487;28.57979925;23.23064326;16.66012229;19.34340387;12.14181265;16.51265593;9.398797965;14.36592604;7.42686063;12.48699302;21.63028734;0;0;12.20793278;0;12.84164325;54.08104534;0;0;171.5730182;9.473725908;648.2347037;0.425531915;0.744680851;1.042553191;0.162790698;-3.9;47;610.419;1.39981E+11;30.43448871;12.95177597;5.199954604;280.4862679;7.411749811;0.333925306;7.411749811;0.225059395;0.065243239;0.225059395;-1.006453609;-0.333925306;8.3667;199.31;648.723;0;2;0;2;2;6;0;6;2;0;4;8;0;0;0;232;9.473725908;0;0;5.787111153;0;0;0;0;0;0;171.5730182;71.63896179;11.12690298;12.20793278;8;9.473725908;47.67041556;0;0;44.68416157;0;179.9793497;0;31.82723938;0;0;15.84317618;0;15.26083706;0;61.15085639;157.7255438;0;0;18.46;14.82349962;0;0;7.926375015;4.938905476;-1.006453609;57.74989244;1.612742826;4.466754273;-1.780234564;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;0;0;0;0;0;0;0;0;0;0;0.154560653
L55;2.497899637;-2.423147824;2.804770163;-2.202203365;7.63212935;0.736143681;31.13592746;9.97559467;1.888719573;739.9457355;18.68986997;17.08214345;18.87099783;12.17666993;9.868557829;13.06069164;9.884745644;16.19231538;6.122767752;13.66302366;4.822876847;12.28803973;0;0;0;15.84317618;10.31215775;11.3179889;12.32382005;22.25380597;0;90.07335975;0;382.1979243;0.615384615;0.961538462;1.307692308;0.5;-0.7;26;350.212;845530.894;18.65349424;6.428678567;3.083505292;161.8555112;2.483923007;0.08798583;2.483923007;0.01608817;0.069503443;0.01608817;-0.069503443;-0.08798583;8.057;119.12;382.468;0;0;0;2;2;2;0;2;0;0;2;1;0;0;0;138;0;0;0;0;0;0;0;0;0;0;105.9165359;44.88978377;11.3179889;0;4;0;15.84317618;0;0;75.4963899;0;70.78474251;0;0;0;0;15.84317618;10.31215775;12.32382005;0;75.11421807;48.53093655;0;0;0;0;0;0;0.796510535;8.072132779;0;18.72597283;2.622334184;14.90353804;-0.139006887;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0.437593535
L56;2.226664822;-2.254417106;2.43686647;-2.210958499;7.764445854;0.417913302;31.13554268;10.33032401;1.719836362;1025.342749;22.17515134;18.51744218;20.30629656;15.81319305;10.72769534;13.78146078;7.318071922;11.92103071;5.434879407;10.87438321;3.898679319;9.512996533;15.84317618;0;0;0;0;23.82284372;21.21815958;14.21959508;12.13273414;97.0618731;9.473725908;458.1564534;0.46875;0.8125;1.1875;0.142857143;-2.66;32;430.254;30297559.94;22.53096382;11.27766143;5.209780667;193.2889154;5.761888028;0.496083186;5.761888028;0.126343733;0.554253433;0.126343733;-0.554253433;-0.496083186;5.2694;140.982;458.478;0;2;0;0;0;4;0;4;2;0;4;9;0;0;0;162;9.473725908;11.49902367;0;0;0;0;0;0;0;0;97.0618731;50.90881017;10.60907979;14.21959508;4;9.473725908;37.06133577;0;0;0;26.54341514;109.1946072;11.49902367;30.69188549;0;11.49902367;15.84317618;26.54341514;0;0;0;109.1946072;0;0;18.46;11.52377606;0;0;5.378290186;0;1.951471718;38.70590269;2.163425716;0;2.425281777;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;2;0;2;0;0;0;0;0;0.31836802
L57;2.268380699;-2.215483707;2.34403787;-2.249953945;7.795457644;0.291714656;31.13152509;10.07491553;1.839608925;881.8808026;18.63961743;15.74738657;16.64181376;13.23718344;9.440424997;10.78206578;7.080278397;9.265700037;4.847582629;7.348442712;3.309122286;5.750375434;7.921588092;0;0;6.041840829;12.52478801;11.46119684;15.91361969;0;0;98.77661336;9.729267686;373.159551;0.814814815;1.37037037;1.925925926;0.208333333;-2.44;27;349.244;2907468.097;17.9481838;8.064536768;3.817610904;162.2379662;6.035874906;0.475167029;6.035874906;0.216733324;0.243272655;0.216733324;-0.673320841;-0.475167029;4.2462;116.263;373.436;0;2;0;1;1;3;0;3;2;0;3;5;0;0;0;136;4.736862954;6.606881965;0;5.897745344;0;0;0;4.992404733;0;0;92.71024629;35.8194809;5.563451492;6.041840829;4;4.736862954;29.73295313;0;10.91031078;19.88931523;6.606881965;90.49259045;0;15.91361969;0;0;7.921588092;18.54646814;4.736862954;5.917906046;19.41092589;89.92154369;0;0;21.59;6.035874906;0;4.892990678;3.975341816;1.124506698;1.280631846;30.35835877;0;5.079690203;-0.673320841;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0.613050307
L59;2.486622856;-2.351074683;2.553497386;-2.357489744;7.800123769;0.511507317;31.13289224;9.763562145;1.405067141;1976.503518;35.60335457;31.61515916;33.40401354;24.48404125;18.67209145;21.35537302;15.75910018;20.12994346;11.19725284;16.00460688;9.687063823;15.69064018;15.84317618;0;0;5.414990469;0;12.84164325;78.56741476;32.86288576;0;164.5845048;0;700.3387749;0.37254902;0.647058824;0.921568627;0.265306122;-3.82;51;650.487;3.30102E+11;34.27581517;13.30235516;6.240809878;308.4488301;2.518050254;0.061314675;2.518050254;0.022733941;0.008431122;0.022733941;-0.769616499;-0.061314675;9.84886;225.614;700.887;0;0;2;0;2;6;0;6;0;0;2;6;0;0;0;256;0;0;0;0;0;0;0;0;0;0;153.7022192;150.9974056;5.414990469;0;8;0;47.67041556;0;0;86.48817456;0;175.9560251;0;31.82723938;0;0;15.84317618;0;18.25663372;55.3898976;79.60306115;109.1946072;0;0;0;0;0;0;9.035442387;17.25983717;0;43.83087422;4.666530822;18.14469655;-1.539232999;0;0;0;0;0;0;0;0;0;0;0;0;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0.151906474
L60;2.163940552;-2.083240861;2.427007222;-2.019026992;7.38384321;0.63183306;31.12121121;9.951468048;2.243966666;1312.561839;19.4134846;16.48442646;17.37885365;13.5417139;9.42722493;10.55752167;7.505072423;9.145890625;5.290068093;6.620784244;4.007446478;5.154241051;8.164063761;0;0;0;0;33.0653917;21.54489686;0;18.76576016;74.51114508;8.393465409;387.1388156;0.678571429;1.107142857;1.535714286;0.166666667;-2.74;28;365.243;3646217.723;17.36466046;6.407389395;2.547688369;164.3183362;6.512172383;0.40750526;6.512172383;0.308636915;0.924087197;0.308636915;-1.240405749;-0.40750526;7.41084;120.873;387.419;0;3;0;0;0;4;1;5;3;0;4;1;0;0;0;140;8.393465409;11.16604028;0;0;0;8.164063761;0;4.67041619;0;0;48.53093655;58.65200838;24.86779239;0;5;8.393465409;51.64744933;0;0;13.8474744;18.76576016;71.79057367;0;4.67041619;0;0;8.164063761;14.09534397;0;13.8474744;11.12690298;69.05713609;0;43.48338557;29.52;15.04961687;0;0;7.095606051;4.107595217;0;21.47721934;0;4.24489607;2.765807193;0;0;0;0;1;0;0;0;0;0;0;0;2;4;7;0;0;0;0;0;0;0;0;0;0;0;0.299817819
L61;2.200450291;-2.116992985;2.467602572;-2.019303541;7.384028943;0.635681686;31.12121202;9.913721427;1.841107818;1853.055925;25.63925295;21.25792916;22.15235635;18.68667319;12.74859213;13.87888888;9.698448096;11.3392663;7.088255058;8.418971209;5.34557864;6.401086121;8.164063761;0;0;0;0;54.96474311;10.77244843;0;18.76576016;121.3273414;8.393465409;511.1701157;0.5;0.894736842;1.315789474;0.058823529;-4.3;38;485.353;1064995714;22.86358837;9.219717516;3.713223814;221.7026404;6.902828562;0.407120874;6.902828562;0.30866074;0.864653565;0.30866074;-1.421140716;-0.407120874;10.128;162.271;511.561;0;3;0;0;0;6;1;7;3;0;4;3;0;0;0;184;8.393465409;0;11.16604028;0;0;8.164063761;0;4.67041619;0;0;109.1946072;44.80453398;35.99469538;0;7;8.393465409;51.64744933;0;0;0;18.76576016;121.3273414;22.25380597;4.67041619;0;0;8.164063761;14.09534397;0;0;0;129.7208068;0;65.73719154;29.52;15.84944775;0;0;6.806880302;6.107962685;0;42.69750023;0;0;2.612283111;0;0;0;0;1;0;0;0;0;0;0;0;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0.236333512
L62;2.14735761;-2.125305614;2.410112966;-2.170705309;7.38490182;0.624324622;31.12121296;9.986627789;2.099732684;1254.504981;19.08721119;16.05334056;16.94776776;13.7963563;9.7461335;10.87643024;6.878983248;8.285486875;5.345466248;7.0787951;3.927886155;5.298797045;8.164063761;0;0;0;0;35.02800152;21.54489686;0;0;91.31429541;8.393465409;387.1388156;0.642857143;1.107142857;1.571428571;0.166666667;-2.74;28;365.243;5006057.46;17.36466046;7.013538529;2.706237399;164.3183362;6.508885346;0.407779591;6.508885346;0.309140578;0.882969157;0.309140578;-1.212627971;-0.407779591;7.5742;120.633;387.419;0;3;0;0;0;4;1;5;3;0;4;3;0;0;0;140;8.393465409;11.16604028;0;0;0;8.164063761;0;4.67041619;0;0;74.51114508;33.67763099;23.86196124;0;5;8.393465409;51.64744933;0;0;13.8474744;17.759929;72.79640482;0;4.67041619;0;0;8.164063761;13.08951281;0;0;13.8474744;81.18987023;0;43.48338557;29.52;15.26637613;0;0;7.050846771;1.790396615;0;25.45669464;0;6.055721214;-1.212627971;0;0;0;0;1;0;0;0;0;0;0;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0.319562393
L63;2.574618638;-2.539963654;2.547984596;-2.622083131;7.800405374;-0.224703816;31.13289306;9.682671214;1.215450104;2140.300889;38.87937545;34.29346306;36.08231744;26.93353099;20.49182468;23.17510625;17.24376915;21.61461243;12.19101755;16.95733898;10.26444884;15.89024851;21.63028734;0;0;11.83581209;0;37.18231016;93.88257592;0;0;164.5845048;9.473725908;772.3599042;0.428571429;0.732142857;1.035714286;0.307692308;-4.22;56;718.518;3.55847E+12;37.36247331;14.61819479;6.820865374;336.7649157;7.784158111;0.450723377;7.784158111;0.256981104;0.284739229;0.256981104;-0.897677718;-0.450723377;10.35296;240.418;772.95;0;2;1;2;3;6;0;6;2;0;4;6;1;0;1;284;9.473725908;11.49902367;0;0;5.787111153;0;0;0;0;0;160.1230408;129.2614228;22.44489188;0;9;9.473725908;47.67041556;0;11.83581209;93.28111686;0;164.8291221;11.49902367;41.30096529;0;11.49902367;15.84317618;5.787111153;12.84164325;67.22570969;74.89697979;109.1946072;0;0;18.46;15.56831622;0;0;8.126210497;13.08376417;1.973659678;42.37170253;5.391292182;17.84522497;-1.795355436;0;0;0;0;0;0;0;0;0;0;0;0;8;6;2;2;0;0;0;0;2;0;0;0;0;0;0.157074634
L64;2.406975547;-2.316868078;2.74533812;-2.046778546;7.624403828;0.76519865;31.13576062;10.03941612;1.300707146;1015.296012;24.158279;20.99347434;22.78232872;17.88214273;13.5956792;16.92618138;10.33627879;15.78097331;8.382188532;15.64300038;6.716799966;14.82306709;0;0;0;15.84317618;0;22.6359778;38.00710655;22.25380597;0;121.3273414;0;506.2292244;0.361111111;0.583333333;0.805555556;0.294117647;-2.26;36;470.322;522001925.3;24.09812183;11.4208176;5.092969309;219.2398153;2.396648505;0.090979973;2.396648505;0.004769741;0.100413179;0.004769741;-0.100413179;-0.090979973;10.503;158.774;506.61;0;0;0;2;2;4;0;4;0;0;2;7;0;2;2;182;0;0;0;0;0;0;0;0;0;0;137.1705176;60.26091251;22.6359778;0;6;0;15.84317618;0;0;48.31926429;12.32382005;143.5811473;0;0;0;0;15.84317618;12.32382005;0;0;70.57307026;121.3273414;0;0;0;0;0;0;0;9.314149809;0;45.83702853;8.197796163;0;-0.200826358;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0.218733649
L65;2.314640099;-2.354770107;2.506382525;-2.312469586;7.771301983;0.911726614;31.13571293;10.33363612;1.765096197;851.2127857;20.76093778;17.59613311;19.3849875;14.7540202;10.54159325;13.36324319;7.563408056;12.73808868;5.650139548;11.82677276;4.024552108;10.13823386;15.84317618;0;0;0;11.3179889;0;21.21815958;0;0;135.1748158;0;426.1666242;0.366666667;0.566666667;0.766666667;0.142857143;-2.26;30;398.256;11009524.86;20.99043971;10.16889115;4.725571886;183.061825;2.469825103;0.062222827;2.469825103;-0.008613281;0.44848188;0.008613281;-0.44848188;-0.062222827;6.0292;137.068;426.48;0;0;0;0;0;4;0;4;0;0;2;7;0;0;0;150;0;0;0;0;0;0;0;0;0;0;135.1748158;48.37932467;0;0;4;0;37.06133577;0;0;25.1654633;0;121.3273414;0;21.21815958;0;0;15.84317618;11.3179889;0;0;13.8474744;121.3273414;0;0;0;0;0;0;5.867123541;1.104302511;0;44.46736898;0;4.939650206;-0.896963761;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0.316702898
L66;2.3664077;-2.297917271;2.628202015;-2.118181554;7.63140283;0.696321962;31.13575684;10.13249414;1.91288379;226.5917875;14.53516943;14.27489608;16.06375046;9.744243363;9.259664539;12.59016672;6.878640461;12.75113291;6.043692357;14.12201616;4.744890713;13.04451058;0;0;0;0;15.84317618;22.6359778;25.68328649;38.00710655;0;27.6949488;0;314.2292244;0.55;0.8;1;1;0.86;20;278.146;51777.5186;17.21759457;8.481447291;3.786430666;129.9309754;2.447060028;0.100009215;2.447060028;-0.020897561;0.379737969;0.020897561;0.379737969;-0.100009215;6.6522;98.358;314.434;0;0;0;2;2;0;0;0;0;0;2;7;0;2;2;118;0;0;0;0;0;0;0;0;0;15.84317618;27.6949488;86.32637084;0;0;2;0;15.84317618;0;0;101.6974996;12.32382005;0;0;0;0;0;15.84317618;34.95979786;0;0;79.06152178;0;0;0;0;0;0;0;0;4.528541194;0;0;15.40522424;9.788240111;0.759475939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.461274904
L67;2.312076036;-2.33147289;2.488690518;-2.35933396;7.718787155;0.78748056;31.13516234;10.25215005;2.701836858;610.3219833;16.7067423;15.09825546;16.88710984;10.01487388;7.760631842;11.33834061;7.819209503;13.58577265;4.182309463;10.27805222;2.066845064;5.453135511;0;0;0;26.15533393;0;11.03340144;10.8700328;0;12.13273414;67.00480854;9.967957042;334.1727722;0.681818182;1;1.272727273;0.555555556;-0.58;22;306.16;46913.68082;17.76886654;6.138426714;3.661737005;137.2011555;5.058644547;0.24411244;5.058644547;0.089928767;0.245315453;0.089928767;-0.347733896;-0.24411244;4.7008;104;334.384;0;2;0;0;0;1;1;2;2;0;4;2;0;0;0;120;0;0;0;0;0;0;0;9.967957042;0;0;69.51833352;35.77454309;0;21.90343423;2;0;37.74661042;9.967957042;0;51.85458095;13.32965121;24.26546827;0;10.8700328;0;0;15.84317618;33.609766;0;0;41.5424232;24.26546827;0;11.03340144;25.78;0;0;10.11728909;0.490630905;4.559065361;0;8.258854062;0;18.58444318;-0.695467792;2;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0.744029164
L68;2.399439536;-2.324966921;2.60922643;-2.296866945;7.732000549;0.696321962;31.13532269;10.13249414;2.007326835;455.4561293;17.10408353;16.17008359;17.95893798;11.74424336;10.40177287;13.36179118;7.706242237;13.22012094;6.562868892;14.27242337;5.213077308;13.14912764;0;0;0;15.84317618;0;22.6359778;51.36657298;0;10.60907979;51.96041707;0;362.2292244;0.625;0.916666667;1.166666667;0.727272727;0.08;24;326.19;495506.8987;18.85875061;8.643723875;3.482398393;152.2581854;2.553343621;0.068282792;2.553343621;-0.015818622;0.063894348;0.015818622;0.063894348;-0.068282792;6.603;114.334;362.478;0;0;0;2;2;1;0;1;0;0;2;6;0;2;2;134;0;0;0;0;0;0;0;0;0;0;67.80359326;84.61163058;0;0;3;0;26.45225598;0;0;101.6974996;0;24.26546827;0;10.60907979;0;0;15.84317618;22.6359778;0;0;79.06152178;24.26546827;0;0;0;0;0;0;3.682613169;3.958726379;0;9.785727303;11.51690434;9.743054926;0.127788696;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.499961415
L69;2.368382585;-2.296658514;2.583503956;-2.280807695;7.731299166;0.776935475;31.13531986;10.2098642;2.00022088;407.240956;14.2756564;13.34165647;15.13051085;9.592224153;8.249753662;11.20977197;6.854040514;12.97291685;5.341972749;12.2427281;4.240571893;11.47408027;0;0;0;15.84317618;0;22.6359778;25.68328649;10.60907979;0;51.96041707;0;306.1666242;0.65;0.95;1.25;0.666666667;0.08;20;278.146;53902.64962;14.99416588;6.060472758;2.595412214;126.7984169;2.500742263;0.068817405;2.500742263;-0.015838667;0.078539095;0.015838667;0.078539095;-0.068817405;5.0426;95.866;306.37;0;0;0;2;2;1;0;1;0;0;2;2;0;2;2;110;0;0;0;0;0;0;0;0;0;0;67.80359326;58.92834409;0;0;3;0;26.45225598;0;0;76.01421309;0;24.26546827;0;10.60907979;0;0;15.84317618;22.6359778;0;0;53.37823529;24.26546827;0;0;0;0;0;0;3.567983539;3.738390023;0;9.553799866;5.794594146;10.00296905;0.157078189;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.671300206
L70;2.230070833;-2.255836544;2.371040546;-2.256988033;7.799111829;0.932544686;31.13289034;9.964065496;1.313958029;1550.11379;28.14140667;23.73396131;25.5228157;20.83163248;14.8746565;17.55793808;10.93914638;15.30998966;8.204820959;13.25921859;6.089742068;11.21675832;15.84317618;0;0;0;0;25.68328649;54.08104534;0;0;157.7255438;0;576.2135743;0.30952381;0.619047619;0.928571429;0.1;-3.82;42;542.388;8633355558;27.03978735;12.58766206;5.758641515;252.1701822;2.54747155;0.062222468;2.54747155;-0.011624859;0.629856224;0.011624859;-0.629856224;-0.062222468;7.0868;185.112;576.66;0;0;4;0;4;6;0;6;0;0;2;6;0;0;0;204;0;0;0;0;0;0;0;0;0;0;157.7255438;95.60750802;0;0;10;0;47.67041556;0;0;25.68328649;0;179.9793497;0;31.82723938;0;0;15.84317618;0;25.68328649;0;22.25380597;157.7255438;0;0;0;0;0;0;8.728373937;5.841875022;0;59.33635681;4.167921496;0;-1.259712448;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0.185919451
L71;2.409520689;-2.274700379;2.368822008;-2.367213942;7.795462973;0.081362822;31.13152525;9.903478869;1.857754842;955.9865049;20.43251065;17.54027979;18.43470698;13.97116368;10.23630085;11.57794164;8.352275591;10.53769723;5.363964114;7.864824196;4.124855649;6.566108798;7.921588092;0;0;11.64289164;5.917906046;11.46119684;15.91361969;0;0;112.6240878;9.729267686;401.1908511;0.793103448;1.310344828;1.827586207;0.269230769;-2.44;29;373.266;5036848.194;19.85824709;8.125345415;3.999466317;174.9678504;6.431708239;0.469137778;6.431708239;0.217295456;0.157624507;0.217295456;-0.704169291;-0.469137778;5.0248;125.475;401.49;0;2;0;1;1;3;0;3;2;0;3;5;0;0;0;148;4.736862954;5.601050811;0;5.897745344;0;0;0;4.992404733;0;0;92.71024629;49.6669553;5.563451492;6.041840829;4;4.736862954;29.73295313;0;10.91031078;39.33784044;0;90.49259045;0;15.91361969;0;0;7.921588092;17.54063698;4.736862954;5.917906046;33.25840029;89.92154369;0;0;21.59;6.431708239;0;5.045768456;3.956194046;0.820668567;1.211187401;30.33467223;0;8.728044428;-0.704169291;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0.550020289
L73;2.356291848;-2.296524077;2.416088642;-2.31151793;7.726000928;0.265632964;31.13147433;9.959696455;1.888636838;669.8217831;17.86359655;15.64509227;16.53951947;11.97116368;9.059249087;10.58613181;7.697747666;9.902833321;4.711526164;7.661302662;3.111529657;5.764694846;7.921588092;0;0;5.414990469;11.95974688;18.66653734;10.60907979;0;0;88.35861948;9.729267686;353.1908511;1;1.52;1.96;0.409090909;-1.66;25;325.222;620887.9118;18.14069695;7.703749508;4.304007377;152.6406404;6.024671202;0.478286263;6.024671202;0.189403386;0.068426031;0.189403386;-0.445440182;-0.478286263;4.5988;109.733;353.446;0;2;0;1;1;2;0;2;2;0;3;6;0;0;0;132;4.736862954;6.606881965;5.897745344;0;0;0;0;4.992404733;0;0;88.35861948;30.61048396;5.414990469;6.041840829;3;4.736862954;24.42841323;0;16.32530125;33.73678963;12.76879199;60.66367068;0;10.60907979;0;0;7.921588092;24.70837817;4.736862954;11.33289652;27.6949488;65.65607542;0;0;21.59;6.024671202;0;4.904425863;2.825521332;-0.068426031;1.461685323;22.03916717;1.04167517;9.707460895;-0.445440182;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0.695734615
L75;2.247422481;-2.268139561;2.388004484;-2.26643695;7.799386045;0.932535972;31.13289173;9.964005882;1.35683796;1879.109188;35.10335457;31.11515916;32.90401354;23.98240728;18.16012532;20.8434069;14.98059827;19.35144155;10.00584541;14.90046901;8.100452685;14.00824489;15.84317618;0;0;0;0;25.68328649;98.58865728;0;0;164.5845048;0;688.3387749;0.3;0.56;0.82;0.25;-3.82;50;638.476;1.19879E+11;34.62089033;14.42800611;7.589659309;303.0897191;2.597841921;0.058712703;2.597841921;-0.011624267;0.707327186;0.011624267;-0.707327186;-0.058712703;9.55416;223.008;688.876;0;0;4;0;4;6;0;6;0;0;2;6;0;0;0;252;0;0;0;0;0;0;0;0;0;0;153.7022192;150.9974056;0;0;10;0;47.67041556;0;0;81.07318409;0;175.9560251;0;31.82723938;0;0;15.84317618;0;25.68328649;55.3898976;66.7614179;109.1946072;0;0;0;0;0;0;8.931056101;16.66411791;0;43.82523177;4.137332976;18.00506376;-1.414654372;0;0;0;0;0;0;0;0;0;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0.153056427
